Order ID,Product Name,Barcode/ISBN,Quantity,Reason
gid://shopify/Order/5682586517637,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5682805735557,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5682931630213,Kitchen Arts & Letters Gift Card - $100.00,N/A,1,No barcode
gid://shopify/Order/5683012173957,Cherry Bombe 31 Missy,CB 31,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5683064209541,Cookbook Club: December 2025,N/A,1,No barcode
gid://shopify/Order/5683067420805,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5683373801605,Burnt Ends,BRNTNDS,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684061732997,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684062814341,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684074512517,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684098957445,OP: Lucky Peach Vol 6,LUCKY 6,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684098957445,OP: Verdura: Vegetables Italian Style,N/A,1,No barcode
gid://shopify/Order/5684098957445,OP: Poet of the Appetites,N/A,1,No barcode
gid://shopify/Order/5684098957445,OP: The Mushroom Feast,N/A,1,No barcode
gid://shopify/Order/5684098957445,OP: Stalking the Faraway Places,N/A,1,No barcode
gid://shopify/Order/5684098957445,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684098957445,Shichimi Food Magazine #01: The Framing Issue,SHICHIMI,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684098957445,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5684102987909,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684157284485,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684163379333,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684168163461,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684219478149,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684227899525,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684229439621,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684236058757,"Zariz:  100 Easy, Breezy, Tel Aviv-y Recipes",9780593719015,1,Preorder Collection
gid://shopify/Order/5684243333253,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684244676741,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684248543365,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684257882245,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684261879941,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684284555397,Sahten: The SkatePal Cookbook,Sahten Cookbook,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684300349573,"Zariz:  100 Easy, Breezy, Tel Aviv-y Recipes",9780593719015,1,Preorder Collection
gid://shopify/Order/5684313882757,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684327645317,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684343832709,Apicius 37,APICIUS 36,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684343832709,Apicius 36,APICIUS 36,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684354744453,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684435255429,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684486668421,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684524253317,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684537032837,Postcard<<<<<<<<<<<<<<<<<,PC92,3,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684547453061,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5684621803653,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684652769413,OP: Poet of the Appetites,N/A,1,No barcode
gid://shopify/Order/5684652769413,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684689436805,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684699365509,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684718633093,On Eating: The Making and Unmaking of My Appetites,9780306836336,2,Preorder Collection
gid://shopify/Order/5684749533317,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684763951237,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684850425989,Magazine F: Spice Issue 28,MAG F 28,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684850425989,Magazine F: Tea Issue 25,Mag F 25,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684852883589,"Menu No 3:  Lobster, Smoke, Allium, Tomato, Vanilla, Olive Oil",N/A,1,No barcode
gid://shopify/Order/5684852883589,"Menu No 2: Chicken, Aromatic Herbs, Fennel, Chili, Orange, Fig, Buttermilk",N/A,1,No barcode
gid://shopify/Order/5684852883589,"Menu No 1: Rabbit, Winter Squash, Eggplant, Anchovy, Almond",N/A,1,No barcode
gid://shopify/Order/5684909998213,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5684934869125,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684935655557,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5684983431301,Cookbook Club: December 2025,N/A,1,No barcode
gid://shopify/Order/5685098217605,On Eating: The Making and Unmaking of My Appetites,9780306836336,2,Preorder Collection
gid://shopify/Order/5685209956485,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5685276901509,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5685408891013,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5686183952517,"Zariz:  100 Easy, Breezy, Tel Aviv-y Recipes",9780593719015,1,Preorder Collection
gid://shopify/Order/5686276030597,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5686281896069,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5686284025989,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5686301589637,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5686356312197,Postcard<<<<<<<<<<<<<<<<<,PC92,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5686394716293,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5686412705925,The Irish Kitchen and The Irish Bakery Limited Edition Boxed Set,N/A,1,No barcode
gid://shopify/Order/5686453698693,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5686519070853,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5686599942277,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5686632939653,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5686645522565,Noma in Kyoto,N/A,1,No barcode
gid://shopify/Order/5686699655301,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5686851502213,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5686875193477,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5687769301125,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5688010834053,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5688117035141,Cafe Boulud,N/A,1,No variant information
gid://shopify/Order/5688117035141,OP: My Best Daniel BOulud,N/A,1,No variant information
gid://shopify/Order/5688117035141,Messenger Service,N/A,1,No variant information
gid://shopify/Order/5688148721797,Disfrutar Volume 3 in English,9791399009507,1,Preorder Collection
gid://shopify/Order/5688172839045,Kitchen Arts & Letters Gift Card - $200.00,N/A,1,No barcode
gid://shopify/Order/5688299946117,OP: The Village Baker’s Wife,N/A,1,No variant information
gid://shopify/Order/5688381735045,KAL Postcard,KALPOSTCARD,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688495145093,OP: Perfection Salad,N/A,1,No variant information
gid://shopify/Order/5688495145093,OP: The Omelette Book,N/A,1,No variant information
gid://shopify/Order/5688734548101,Calendar: 2026 Molly Reeder Illustrated Calendar,N/A,1,No barcode
gid://shopify/Order/5688802508933,The Loaves and Fishes Cookbook [2nd Ed],PUMP,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688841863301,Noma in Kyoto,N/A,1,No barcode
gid://shopify/Order/5688903630981,Art Culinaire #135,ART CU 135,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688903630981,OP: Art Culinaire #16,ART CU 16,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688903630981,Art Culinaire #136,ART CU 136,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688903630981,OP: Art Culinaire #35,ART CU 35,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688903630981,Art Culinaire #139,Art Cu 139,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688903630981,Art Culinaire #146,AC146,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688903630981,Art Culinaire #144,AC144,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5688903630981,Art Culinaire #141,ART CU 141,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5689039126661,Disfrutar Volume 3 in English,9791399009507,1,Preorder Collection
gid://shopify/Order/5689474908293,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5689561022597,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5689580388485,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5689581666437,The Noma Guide to Building Flavour,9781579657192,13,Preorder Collection
gid://shopify/Order/5689631670405,Kitchen Arts & Letters Gift Card - $75.00,N/A,1,No barcode
gid://shopify/Order/5689640779909,Disfrutar Volume 3 in English,9791399009507,1,Preorder Collection
gid://shopify/Order/5689698943109,The Irish Kitchen and The Irish Bakery Limited Edition Boxed Set,N/A,1,No barcode
gid://shopify/Order/5689698943109,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5689871892613,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5689905152133,OP: Chef's Tale,N/A,1,No barcode
gid://shopify/Order/5689905152133,Eaten #11: The Food History Magazine,EATEN 11,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5689905152133,Eaten #22: The Food History Magazine,9772575651000,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5690010894469,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5690039468165,Postcard<<<<<<<<<<<<<<<<<,PC92,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5690055983237,Cookbook Club: December 2025,N/A,1,No barcode
gid://shopify/Order/5690088489093,Cookbook Club: December 2025,N/A,1,No barcode
gid://shopify/Order/5690100285573,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5690106183813,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5690113360005,Limes,N/A,1,No barcode
gid://shopify/Order/5690113982597,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5690228179077,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5690317897861,Disfrutar Volume 3 in English,9791399009507,1,Preorder Collection
gid://shopify/Order/5690392281221,Fragments of Time,FRAGMENTS,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5690585415813,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5690933018757,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5690958610565,Disfrutar Volume 3 in English,9791399009507,1,Preorder Collection
gid://shopify/Order/5691107672197,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5691177107589,Disfrutar Volume 3 in English,9791399009507,1,Preorder Collection
gid://shopify/Order/5691199520901,Disfrutar Volume 3 in English,9791399009507,1,Preorder Collection
gid://shopify/Order/5691232256133,Kitchen Arts & Letters Gift Card - $50.00,N/A,1,No barcode
gid://shopify/Order/5691380367493,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5691461828741,The Angel: Volume 1,N/A,1,No barcode
gid://shopify/Order/5691461828741,Lexicon of the Four Horsemen,N/A,1,No barcode
gid://shopify/Order/5691479457925,On Eating: The Making and Unmaking of My Appetites,9780306836336,3,Preorder Collection
gid://shopify/Order/5691545485445,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5691566227589,"Zariz:  100 Easy, Breezy, Tel Aviv-y Recipes",9780593719015,1,Preorder Collection
gid://shopify/Order/5691609710725,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5691613380741,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5691621179525,OP: Chez Panisse Desserts,N/A,1,No variant information
gid://shopify/Order/5691630583941,Baking for Christmas,N/A,1,No variant information
gid://shopify/Order/5691645558917,On Eating: The Making and Unmaking of My Appetites,9780306836336,1,Preorder Collection
gid://shopify/Order/5691647492229,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5691666268293,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5691666268293,"Menu No 2: Chicken, Aromatic Herbs, Fennel, Chili, Orange, Fig, Buttermilk",N/A,1,No barcode
gid://shopify/Order/5691694350469,The Noma Guide to Building Flavour,9781579657192,1,Preorder Collection
gid://shopify/Order/5691694776453,Bag Fee Imposed by NYS/NYC,BAG,1,Not an ISBN (does not start with 978 or 979)
gid://shopify/Order/5691760115845,Messenger fee,N/A,1,No variant information
